0,狠抓
1,着眼于
2,颠扑不破
3,交织
4,基于
5,一道
6,期望
7,决不能
8,框架
9,钟声
10,履行职责
11,危机
12,复苏
13,合理
14,地
15,新进展
16,中心
17,互鉴
18,小康
19,美好未来
20,开辟
21,现代化
22,中央委员会
23,历史
24,城市
25,长远
844,海临风
1688,增产
28,亚
29,无知
30,京
2127,尤其
32,当家作主
33,热切
34,繁重
1272,阐述
36,震惊中外
37,亿
38,曾经
39,摆在
40,外交
41,感悟
42,抗击
43,除险
44,回顾过去
45,评价
46,强劲
47,聚力
48,举措
49,十年
50,问候
51,奋斗目标
52,核心
53,力争
54,大局
55,关键在于
56,倍加
57,宏伟目标
58,环顾
59,建立
1277,反哺
61,加大
62,开好
63,寻求
64,希望
65,清醒
2131,支持者
2017,一代人
67,明确
69,形式
70,政治
71,世界反法西斯战争
72,心态
73,全面提高
74,汗水
75,一柄
76,闭幕
77,强调
78,预祝
79,因素
80,迥然有别
81,开启
82,创意
83,指引
84,时艰
2134,各界
86,描绘
88,本色
89,第一
1857,奋起
90,人类
1698,投身于
91,趋势
92,印证
93,分析
94,路
585,之光
97,找到
99,重大
100,但要
101,规律
102,亮色
103,科技进步
104,几代
105,90
106,洪流
107,纪念日
108,伟大事业
109,呈现
110,充分肯定
112,治水
113,正确处理
114,出色
115,全部
116,才能
118,文明
119,赢得
120,基调
121,物价
122,自身
123,生命
124,紧紧
125,政协
126,建成
127,泥石流
1287,像
129,有序
130,这条
806,人们
1402,自豪
1686,来之不易
132,担当
133,奋斗
134,妄图
135,需求
136,热烈欢迎
137,供给
138,金牌
139,中国体育代表团
140,脉搏
141,源于
142,深厚
147,中国作协
1713,中国共产主义青年团
145,突出贡献
146,民族区域
148,一座
149,多予
150,大幅度
151,权威
152,不够
153,纲领性
2145,高于
155,有机
156,奋力
157,一起
158,奥林匹克
159,珍贵
160,托举
161,配置
162,方式
163,十七届五中全会
164,世情
165,面貌
166,本
1717,劳动模范
168,节日
169,贫困地区
170,城乡
171,前景
172,众志成城
173,方略
174,法规
175,侵略
176,这种
177,艺术性
178,十八大
179,浴血
1295,年时
181,以人为本
182,供水
184,高原
185,五四
186,这次
187,捍卫
188,决心
189,党的建设
190,攻坚
191,彼此
192,领土完整
193,勇于
194,理论
195,平方公里
1298,之间
197,谋划
198,心灵
199,确立
200,密切
1722,三点
202,承上启下
203,党执政
2148,家庭
205,工人阶级
206,三个代表
1032,领导层
207,基数
208,新篇
1255,奋发有为
210,自豪感
211,动员
212,共谋
213,全国
214,观赏性
215,指标
216,资本
217,灿烂
218,富有
219,之年
220,玉树
221,先进性
222,国际
223,乐章
224,按照
225,列强
226,无限
227,民主党派
228,高
229,民主
230,稳健
231,水是
232,我军
2152,部门
234,觉醒
235,人居
236,情怀
237,减弱
238,认真贯彻
239,深入开展
2153,团结奋进
241,明显
242,上海
243,第九次全国代表大会
244,充满
245,出路
246,振兴中华
247,一年
877,性
249,洗礼
250,指导
251,十八
252,伟大
253,科学
254,水库
256,毛泽东思想
257,作出
258,养老金
261,制度
262,团体
263,主战场
264,提速
265,草案
266,起点
267,难度很大
268,愿望
269,合力
270,城乡居民
271,立法
272,征程
273,奇迹
274,预见
275,花城
276,特大
277,中国共产党
278,全局
1308,广大
2388,放眼
280,比较
281,办成
282,群众性
283,人民意志
284,充分证明
285,蓝图
286,修正案
287,令
288,拥有
289,长达
290,外部环境
291,人生
292,艰苦创业
293,份
294,前
2345,稳
295,融入
1310,金融体系
297,战胜
298,马克思主义
299,打倒
300,行万里路
301,十五大
302,职能作用
303,帮助
304,智慧
305,国防
306,号召
307,显著
2167,一部
309,互信
2359,中国文学艺术界联合会
310,变革
311,内外
312,幸福
313,党中央
314,成果
315,华诞
316,脱贫致富
317,思维
318,更新
319,竞赛
320,出口
321,政局
322,出发
323,面前
324,新篇章
325,诗文
2170,第八次全国代表大会
328,之本
329,国内
330,增长
331,薄弱
332,柱石
333,侵略者
334,祖先
335,高度重视
336,修养
2173,工会
338,一再
339,激起
341,负责制
342,悲惨
343,各国
344,源自
345,进取心
346,荣光
347,放在
348,温饱
349,区域
350,目标
351,航天事业
352,多名
353,肩负
354,拓展
355,动力
356,后继有人
357,悲壮
358,中华儿女
359,表现
1322,劳动者
361,02
362,03
363,00
364,01
365,07
366,十一届四次会议
367,05
368,扶贫开发
369,08
370,09
371,直接
372,先驱
373,造成
374,最高
375,全国人大常委会
376,坚决
378,基石
379,走入
380,为民
381,增产增收
382,创新能力
383,表明
384,金融业
386,面向未来
387,而且
1327,盛大
389,思想认识
390,参展
391,全面进步
392,合作
393,巨轮
394,各族人民
395,高科技
396,基础性
398,激励
399,指挥
400,应该
401,胜利
402,党心
403,外国
404,享受
405,标准
406,汹涌
407,百年
408,二元
409,运动员
410,深刻
2191,展现出
412,水利建设
413,重任在肩
414,世博园
415,把握
416,效益
417,党和人民
418,目光
419,飞行
2193,盛举
422,供需矛盾
423,态度
424,全会
425,添
426,高起点
427,深切
428,灵魂
429,留给
1334,1840
431,扬帆
432,乃至
433,关键时刻
434,全党同志
435,斗志
436,步骤
437,正面战场
439,环球
440,提高
441,一条
442,境外
443,扭转
444,漫长
445,继续前进
446,特殊
2201,仁人志士
448,能
2297,人才
449,积极性
450,胸怀
451,决策
452,尽责
453,道德规范
454,热潮
455,转折
456,创
457,积极探索
459,美丽
460,职工
463,如同
464,水旱灾害
465,队伍
466,大力加强
467,全党
468,源泉
469,科学化
470,强国
2209,参与
472,主要
473,地方
474,主线
475,敬意
476,生机
477,主导
1419,提案
478,绿色
479,世博会
480,新世纪
481,更为
482,解决
483,贾庆林
484,大政方针
485,关系
486,力作
487,激情
928,沉着
489,矗立
490,灾区
491,碳
492,蹂躏
493,国家主权
2448,人民日报
494,金融危机
495,凝聚力
420,发生
497,实践证明
498,心血
499,防灾
500,观
501,驱动
1775,竞相
503,责任重大
504,意识
505,增施
506,进军
507,开拓进取
508,农民收入
2416,伟业
509,奥林匹克精神
510,多
2216,战略目标
512,导引
513,基础设施
671,今日
183,民众
516,几十年
517,收官
697,既有
519,坚定信心
520,人民
521,倡导
522,阶段性
728,感谢
524,事实
525,体制
2220,中华文化
739,回望
527,美好
528,限度
750,保持
756,实施
531,形势
532,人水
533,起来
534,出
535,服务大局
536,前所未有
792,事关
538,增速
539,重点
540,抢占
541,奥林匹克运动
542,救灾
543,人民团体
544,自然灾害
545,优异成绩
546,各党派
547,风范
548,日新月异
549,忘记
550,改造
551,潮流
552,蓄意
553,德才兼备
1356,庄严
555,心中
556,新纪元
557,诚实
558,企及
559,领导核心
560,矢志
561,极其
562,突破
1359,重心
564,中小
565,高水平
566,圣火
567,回首
568,道德
569,艰苦奋斗
998,担负
571,主人翁
573,这是
574,保护环境
575,坚强
1043,影响
577,广大青年
578,中坚力量
2046,集中力量
579,麻痹
580,多万
581,文化背景
582,参政议政
583,之中
584,传统美德
1094,驾驭
586,着力点
587,审议
588,困境
589,严重
590,紧密团结
591,诸多
592,部队
593,国民经济
594,四海
595,之一
596,多个
597,贡献力量
598,被压迫
599,城市化
600,同心协力
603,最新
604,开拓创新
605,产业结构
606,世界
943,坚定信念
1186,依然
609,资源
1346,政协委员
611,反映
612,隆重开幕
613,根本保证
614,转变
615,父老乡亲
616,切实增强
617,敌后
618,抗灾救灾
619,保证
620,峰会
621,同仇敌忾
1245,打下
1258,搞
624,民族独立
2229,明年
626,海内外
627,减少
628,稍纵即逝
629,重建
630,落脚点
631,周围
632,更大
633,奉献
634,中国国民党
635,过去
636,实效
637,懈怠
638,肩负着
639,祖国
640,更多
1802,不愧为
641,正在
642,催人奋进
643,0
644,普通人
645,国内外
646,解放
647,积累
650,审查
1795,不稳定性
652,强大
653,揭示
654,走出
655,怎样
656,庆祝
657,舟曲
658,灾难
659,避免
660,条件
661,美满生活
662,质量
663,公共服务
664,山洪
665,紧迫
666,时刻
668,先进
669,隆重庆祝
670,同志
514,神舟八号
672,海纳百川
673,宏观
1986,帝国主义
674,关于
675,观众
676,一心
677,体育健儿
678,前途
679,鼓舞
680,大量
681,不朽
682,由此
515,思想观念
683,全体
684,兴旺发达
1801,大兴水利
686,形成
687,严峻考验
688,治国安邦
689,开拓
690,亡国奴
692,全力
693,指导思想
694,个人
695,群众
696,成绩
518,民族之林
698,共青团
699,之源
700,注重
701,回顾
702,牺牲
703,创作
704,复兴
705,力量
706,社会风尚
707,先生
708,亚运会
709,更加
1959,有待
710,思想品德
711,热烈祝贺
712,天宫一号
713,促成
714,这里
715,放活
716,从根本上
717,努力实现
718,举世瞩目
1387,报告
720,良好
721,组成部分
722,并重
723,献词
724,态势
725,对外开放
726,取得
523,开好局
729,精神感召
730,背景
731,广州
733,崇高
734,扎实
735,共赴国难
736,不损
737,理政
738,思想性
526,已经
2253,新开工
741,内
742,地区
743,上来
744,水资源
745,围绕
746,调整
747,典范
748,旺盛
749,居民收入
529,放心
751,金融
752,干部职工
753,1
754,全心全意
755,参观者
530,兴起
757,提供
758,欣赏
759,经济
761,联系
762,体会
763,同胞
764,决定
765,桥梁
766,成功
767,勇气
768,军队
769,个性
770,之路
771,开幕
772,你们
773,爱国主义
1394,集体
775,必然
776,马克思列宁主义
2259,扩大内需
779,谋求
780,武器
781,恢复
2260,境界
783,时期
784,及其
786,收入
787,公益性
1818,不懈
789,优秀
790,增收
791,砥砺
537,为了
793,因此
794,应对
795,长治久安
796,增
797,真正
798,青春
799,宪法
800,党员
1825,幸福美好
801,不懈努力
802,光辉
803,五四运动
131,生产总值
807,更好
808,以来
809,占有
810,业绩
811,孙中山
812,设施
813,保护
814,产品
815,机遇期
816,走过
817,无数
818,起航
819,战略
820,少取
821,跃居
822,增进
823,创新
824,温家宝
1824,客观
826,能力
827,十分困难
828,议会
829,民生
830,加强
831,共同
832,年均
833,较快
834,解放思想
835,民富国强
1981,机构
837,基层
838,应当
839,现实意义
840,最后
841,信心
842,出现
843,推向
26,雄辩
845,勤奋
846,不可或缺
847,全党全军
848,在于
849,昂扬
850,隐患
851,骨干
852,平等
853,精神
2496,变
854,大幅提高
855,珠江
856,十分
857,难得
858,紧紧抓住
859,特点
860,迎难而上
861,力促
862,永远
863,社会
864,节点
2276,举
866,竞争
867,北京
868,创造力
1405,养老
870,革命
871,生产能力
872,基点
873,巩固
874,包括
875,总
876,革命战争
248,携起手来
878,2
255,社论
880,第十八次
1926,全新
881,以党
882,主人
883,选择
884,顺应时代
885,方位
886,重大意义
888,社会主义民主法制
889,善良
890,11
891,10
892,13
893,12
894,15
895,14
896,波动
897,19
898,18
